transaction_date,total_transactions,total_volume,total_commissions,buy_count,sell_count,unique_clients,unique_tickers,total_gain_loss,avg_commission_per_tx
2023-05-04,228,5183961.24,51839.65,146,82,183,153,157287.2,227.37
2023-05-05,234,6252225.61,62522.24,165,69,189,148,171422.39,267.19
2023-05-06,251,5971110.89,59711.14,172,79,190,158,116472.5,237.89
2023-05-07,242,6338426.21,63384.31,166,76,187,154,163405.22,261.92
2023-05-08,225,5725489.77,57254.9,158,67,171,147,183117.57,254.47
2023-05-09,240,5035456.01,50354.64,165,75,191,151,156679.3,209.81
2023-05-10,230,5722718.19,57227.12,159,71,184,155,182388.37,248.81
2023-05-11,239,6568445.16,65684.52,157,82,182,156,134549.69,274.83
2023-05-12,255,8037497.77,80374.95,171,84,194,152,238634.4,315.2
2023-05-13,256,6869316.88,68693.17,176,80,200,159,207386.17,268.33
2023-05-14,283,8139512.11,81395.19,182,101,221,171,173395.89,287.62
2023-05-15,200,5514491.4,55144.92,131,69,162,144,91714.62,275.72
2023-05-16,265,6249924.96,62499.26,179,86,204,164,215954.99,235.85
2023-05-17,240,6205584.18,62055.89,175,65,190,156,194546.23,258.57
2023-05-18,204,4947035.1,49470.28,127,77,162,140,174040.43,242.5
2023-05-19,234,5422837.91,54228.32,152,82,178,139,157716.88,231.74
2023-05-20,234,6473722.36,64737.21,163,71,175,156,156263.19,276.65
2023-05-21,218,5302196.74,53021.95,148,70,173,147,151568.03,243.22
2023-05-22,256,7290896.56,72908.98,172,84,194,161,270983.31,284.8
2023-05-23,219,5244594.6,52445.94,152,67,176,160,116849.88,239.48
2023-05-24,246,5724001.65,57240.01,177,69,189,151,193353.84,232.68
2023-05-25,228,4872366.75,48723.68,158,70,188,157,173713.75,213.7
2023-05-26,231,5472835.69,54728.33,163,68,189,153,306960.27,236.92
2023-05-27,260,6265568.91,62655.74,171,89,202,167,243942.98,240.98
2023-05-28,250,6516569.63,65165.66,167,83,191,165,114909.98,260.66
2023-05-29,255,5317249.25,53172.47,169,86,197,159,283351.64,208.52
2023-05-30,246,6277722.57,62777.29,177,69,196,162,260865.83,255.19
2023-05-31,234,5213648.22,52136.49,168,66,196,162,152162.76,222.81
2023-06-01,238,6727643.14,67276.35,167,71,186,155,290073.41,282.67
2023-06-02,245,6557716.79,65577.26,169,76,191,154,168681.2,267.66
2023-06-03,269,6157323.79,61573.16,175,94,221,168,264684.35,228.9
2023-06-04,232,6305881.6,63058.78,156,76,191,164,284686.72,271.81
2023-06-05,238,6008198.33,60082.0,168,70,179,156,266627.89,252.45
2023-06-06,271,7033187.01,70331.97,183,88,206,157,178991.29,259.53
2023-06-07,280,7541404.44,75414.0,201,79,210,175,205514.35,269.34
2023-06-08,232,5894930.66,58949.28,152,80,183,147,258355.52,254.09
2023-06-09,229,5247599.71,52476.01,161,68,191,158,141581.63,229.15
2023-06-10,266,7083071.05,70830.77,183,83,204,162,221939.9,266.28
2023-06-11,252,6870345.99,68703.43,158,94,198,162,355056.29,272.63
2023-06-12,265,6792106.04,67921.09,178,87,204,170,244144.92,256.31
2023-06-13,216,6866548.35,68665.48,152,64,159,137,264634.03,317.9
2023-06-14,263,7105238.12,71052.4,177,86,195,168,154647.71,270.16
2023-06-15,246,6184214.78,61842.16,184,62,193,147,160052.53,251.39
2023-06-16,227,5601585.89,56015.88,160,67,182,150,71240.41,246.77
2023-06-17,248,5398365.92,53983.6,170,78,194,161,179779.93,217.68
2023-06-18,277,7093445.19,70934.45,180,97,214,162,220281.47,256.08
2023-06-19,239,5816164.33,58161.59,152,87,198,153,251098.45,243.35
2023-06-20,252,6248159.16,62481.6,163,89,198,158,155146.65,247.94
2023-06-21,280,6404397.65,64043.99,203,77,214,183,326157.04,228.73
2023-06-22,274,6599508.94,65995.08,189,85,216,167,281193.22,240.86
2023-06-23,277,5762484.29,57624.8,193,84,205,166,163331.16,208.03
2023-06-24,234,4969253.82,49692.51,162,72,185,145,187167.06,212.36
2023-06-25,268,7469627.44,74696.28,185,83,197,167,338984.38,278.72
2023-06-26,238,6106015.12,61060.21,162,76,183,158,137168.75,256.56
2023-06-27,292,7120484.24,71204.88,193,99,219,171,321053.32,243.85
2023-06-28,257,5795335.7,57953.39,165,92,207,172,186065.11,225.5
2023-06-29,274,5318733.35,53187.26,201,73,211,166,152020.22,194.11
2023-06-30,272,7200169.67,72001.68,201,71,217,170,193311.19,264.71
2023-07-01,250,4843504.71,48435.04,176,74,202,164,123263.33,193.74
2023-07-02,276,7494310.39,74943.13,188,88,213,163,213157.57,271.53
2023-07-03,274,7229572.39,72295.76,180,94,212,173,166360.56,263.85
2023-07-04,244,6708710.79,67087.07,165,79,194,148,254150.65,274.95
2023-07-05,247,6269369.83,62693.75,164,83,196,157,181481.18,253.82
2023-07-06,276,6897690.47,68976.87,190,86,220,180,119819.1,249.92
2023-07-07,257,6555300.02,65553.03,171,86,191,163,242835.57,255.07
2023-07-08,262,7505949.71,75059.53,178,84,193,166,219200.0,286.49
2023-07-09,258,6811075.86,68110.7,171,87,189,160,244409.02,263.99
2023-07-10,261,5509026.63,55090.23,169,92,200,169,182388.14,211.07
2023-07-11,247,5496545.0,54965.46,161,86,194,155,191630.29,222.53
2023-07-12,271,6367839.13,63678.51,184,87,217,170,242870.53,234.98
2023-07-13,261,6959316.21,69593.12,179,82,194,161,328432.31,266.64
2023-07-14,271,7671551.9,76715.5,178,93,199,168,229266.46,283.08
2023-07-15,267,7269457.27,72694.61,181,86,194,161,386642.18,272.26
2023-07-16,262,6644892.98,66448.94,182,80,200,175,229853.71,253.62
2023-07-17,280,7944334.02,79443.34,176,104,206,171,363790.53,283.73
2023-07-18,276,5682395.78,56823.97,179,97,214,163,181214.93,205.88
2023-07-19,259,5851695.17,58516.99,191,68,200,167,163073.57,225.93
2023-07-20,278,6481760.63,64817.61,186,92,207,166,212875.53,233.16
2023-07-21,257,5376545.44,53765.42,174,83,206,164,121389.16,209.2
2023-07-22,297,8200098.92,82000.96,191,106,234,173,288608.96,276.1
2023-07-23,305,7674853.73,76748.46,216,89,233,182,231207.69,251.63
2023-07-24,265,7100311.5,71003.09,180,85,220,171,186581.52,267.94
2023-07-25,274,6140277.36,61402.72,172,102,211,177,271646.7,224.1
2023-07-26,281,6438816.11,64388.14,192,89,215,171,200675.98,229.14
2023-07-27,250,6234049.57,62340.49,187,63,202,163,159860.63,249.36
2023-07-28,269,6869710.12,68697.17,184,85,212,164,269837.92,255.38
2023-07-29,265,6100956.07,61009.54,181,84,196,154,243577.14,230.22
2023-07-30,264,6843469.88,68434.73,188,76,210,168,276881.42,259.22
2023-07-31,245,6382413.84,63824.18,158,87,191,160,180449.35,260.51
2023-08-01,284,5738411.75,57384.09,177,107,224,170,186456.79,202.06
2023-08-02,279,6596719.16,65967.18,197,82,206,176,279017.51,236.44
2023-08-03,256,6616806.24,66168.01,170,86,193,161,192364.67,258.47
2023-08-04,263,6398751.2,63987.48,183,80,203,160,203493.38,243.3
2023-08-05,289,7333906.12,73339.08,210,79,224,176,237919.16,253.77
2023-08-06,250,7059850.69,70598.55,174,76,196,165,352336.35,282.39
2023-08-07,270,7686841.33,76868.44,176,94,203,156,226323.8,284.7
2023-08-08,293,7124695.44,71246.89,190,103,213,171,265820.56,243.16
2023-08-09,262,7066427.46,70664.36,181,81,198,162,198697.72,269.71
2023-08-10,259,6097676.54,60976.73,181,78,197,176,125061.51,235.43
2023-08-11,266,6263430.87,62634.41,187,79,205,164,119152.62,235.47
2023-08-12,295,7395238.16,73952.38,191,104,224,173,249658.1,250.69
2023-08-13,270,7506138.33,75061.38,174,96,200,163,199667.66,278.01
2023-08-14,254,7209071.8,72090.67,174,80,202,168,138314.82,283.82
2023-08-15,296,7893813.63,78938.16,205,91,223,163,135370.12,266.68
2023-08-16,281,8094136.68,80941.41,189,92,221,179,151934.6,288.05
2023-08-17,266,5879428.88,58794.38,188,78,220,172,140872.25,221.03
2023-08-18,305,7754250.51,77542.47,198,107,235,171,379999.37,254.24
2023-08-19,269,8569836.09,85698.38,179,90,212,170,253114.55,318.58
2023-08-20,257,6734088.81,67340.87,163,94,189,156,179703.53,262.03
2023-08-21,280,7561507.02,75615.0,185,95,213,174,330718.1,270.05
2023-08-22,286,7044986.8,70449.93,189,97,217,172,180388.23,246.33
2023-08-23,311,6434437.04,64344.47,217,94,246,188,268713.5,206.9
2023-08-24,281,7661430.51,76614.2,196,85,213,174,362655.42,272.65
2023-08-25,266,5275863.04,52758.55,186,80,207,163,133832.03,198.34
2023-08-26,276,5827431.36,58274.37,181,95,222,161,149574.67,211.14
2023-08-27,246,6825208.66,68252.12,166,80,194,162,189763.56,277.45
2023-08-28,257,6116990.2,61170.0,178,79,204,163,155083.35,238.02
2023-08-29,303,6965504.12,69655.05,203,100,232,192,206991.95,229.88
2023-08-30,247,5827279.25,58272.81,175,72,197,151,142010.94,235.92
2023-08-31,276,7114641.45,71146.41,186,90,207,169,255625.98,257.78
2023-09-01,258,5820304.08,58203.14,178,80,195,165,304446.67,225.59
2023-09-02,274,5859215.57,58592.09,183,91,220,172,154570.07,213.84
2023-09-03,300,5828148.75,58281.51,202,98,234,179,240141.11,194.27
2023-09-04,280,5940731.72,59407.33,204,76,219,160,162236.78,212.17
2023-09-05,279,7350216.8,73502.1,186,93,223,170,283283.68,263.45
2023-09-06,302,6914611.47,69146.17,210,92,237,178,231304.26,228.96
2023-09-07,308,8989454.97,89894.56,198,110,222,181,328905.08,291.87
2023-09-08,288,7132494.12,71324.94,199,89,215,178,209775.74,247.66
2023-09-09,294,6490708.49,64907.11,199,95,225,181,232328.57,220.77
2023-09-10,281,8579723.65,85797.22,189,92,207,162,248453.49,305.33
2023-09-11,296,6701741.72,67017.44,208,88,225,181,264037.26,226.41
2023-09-12,280,6221880.86,62218.88,196,84,218,184,151998.46,222.21
2023-09-13,286,7188586.64,71885.91,196,90,222,177,300814.43,251.35
2023-09-14,282,6028909.27,60289.15,188,94,222,177,259646.96,213.79
2023-09-15,293,6268494.99,62684.91,183,110,218,165,275265.96,213.94
2023-09-16,283,6299625.8,62996.25,189,94,217,170,283537.88,222.6
2023-09-17,295,7566416.86,75664.2,188,107,224,175,215278.06,256.49
2023-09-18,296,7738972.67,77389.77,212,84,221,180,246674.03,261.45
2023-09-19,250,5903987.09,59039.91,175,75,195,153,180605.21,236.16
2023-09-20,316,8383374.55,83833.71,203,113,246,196,238478.67,265.3
2023-09-21,272,6747064.13,67470.65,183,89,218,173,277916.58,248.05
2023-09-22,310,7389597.24,73895.93,209,101,227,181,313953.75,238.37
2023-09-23,255,5605857.95,56058.62,191,64,195,166,143591.56,219.84
2023-09-24,275,6211219.35,62112.17,191,84,213,169,183266.25,225.86
2023-09-25,298,8021221.93,80212.19,207,91,229,181,156876.13,269.17
2023-09-26,289,7363624.52,73636.23,196,93,222,180,195525.77,254.8
2023-09-27,309,7523593.9,75235.91,224,85,239,184,276705.63,243.48
2023-09-28,291,6234285.37,62342.86,201,90,217,169,256703.17,214.24
2023-09-29,272,5412521.65,54125.27,180,92,217,171,212639.87,198.99
2023-09-30,261,7117072.6,71170.76,184,77,204,162,226920.72,272.68
2023-10-01,277,6365453.29,63654.5,188,89,220,181,137141.86,229.8
2023-10-02,286,5888811.83,58888.13,202,84,232,171,238263.72,205.9
2023-10-03,283,6645337.72,66453.38,195,88,206,172,285485.1,234.82
2023-10-04,281,7452409.1,74524.09,192,89,213,180,340132.42,265.21
2023-10-05,321,7284030.49,72840.4,217,104,248,196,180443.92,226.92
2023-10-06,283,7109205.57,71092.06,184,99,215,174,222346.46,251.21
2023-10-07,288,6981510.98,69815.09,191,97,216,170,303931.93,242.41
2023-10-08,295,7146293.42,71462.86,205,90,234,178,174865.16,242.25
2023-10-09,308,6506200.02,65062.01,208,100,227,182,124135.09,211.24
2023-10-10,332,7850296.37,78502.94,218,114,259,183,219306.24,236.45
2023-10-11,285,6492501.96,64925.04,197,88,230,180,268791.79,227.81
2023-10-12,279,6437392.98,64373.87,178,101,218,179,216465.46,230.73
2023-10-13,285,6917764.81,69177.6,202,83,216,178,340568.01,242.73
2023-10-14,298,7671882.71,76718.77,191,107,227,177,208500.36,257.45
2023-10-15,298,8096229.22,80962.23,212,86,237,185,321149.01,271.69
2023-10-16,286,6120324.58,61203.24,182,104,234,176,301445.31,214.0
2023-10-17,296,5913948.44,59139.48,213,83,226,175,190191.15,199.8
2023-10-18,309,5934582.81,59345.93,214,95,239,188,206118.39,192.06
2023-10-19,264,6948413.61,69484.16,188,76,203,165,260617.57,263.2
2023-10-20,297,5722144.38,57221.44,212,85,231,186,149605.14,192.66
2023-10-21,282,6561057.77,65610.72,194,88,220,171,194017.5,232.66
2023-10-22,321,8185457.43,81854.69,216,105,250,185,260881.47,255.0
2023-10-23,280,6502476.25,65024.76,186,94,227,183,241559.5,232.23
2023-10-24,305,6986223.02,69862.19,215,90,234,188,239537.2,229.06
2023-10-25,340,8259614.23,82596.17,242,98,256,183,120172.78,242.93
2023-10-26,305,8464076.37,84640.79,201,104,235,182,169797.63,277.51
2023-10-27,300,6915832.04,69158.32,209,91,243,186,163419.81,230.53
2023-10-28,318,7948024.12,79480.21,213,105,242,187,262595.19,249.94
2023-10-29,317,8144036.2,81440.3,211,106,248,186,193198.7,256.91
2023-10-30,296,6292711.76,62927.22,183,113,230,182,310802.49,212.59
2023-10-31,299,7721823.57,77218.2,203,96,226,178,85088.39,258.25
2023-11-01,303,7071601.54,70716.11,206,97,236,191,141223.42,233.39
2023-11-02,311,7208279.99,72082.78,219,92,244,191,266574.96,231.78
2023-11-03,329,8046842.73,80468.46,230,99,246,191,313768.05,244.58
2023-11-04,306,7103157.45,71031.55,213,93,239,188,196224.46,232.13
2023-11-05,307,8413613.31,84136.14,200,107,236,183,265885.3,274.06
2023-11-06,291,5900445.8,59004.51,194,97,228,166,320019.98,202.76
2023-11-07,319,8136822.56,81368.22,207,112,247,183,322837.19,255.07
2023-11-08,297,8743889.66,87438.92,192,105,233,181,289006.8,294.41
2023-11-09,302,8467242.52,84672.49,202,100,229,177,223908.41,280.37
2023-11-10,302,7393013.79,73930.12,209,93,232,164,306043.57,244.8
2023-11-11,346,7804085.13,78040.86,223,123,261,197,312055.32,225.55
2023-11-12,308,6725059.91,67250.64,186,122,239,184,286014.01,218.35
2023-11-13,305,6471041.59,64710.53,213,92,237,191,175846.95,212.17
2023-11-14,296,7655054.28,76550.54,191,105,223,182,286817.87,258.62
2023-11-15,309,5836108.66,58361.11,218,91,242,184,186547.66,188.87
2023-11-16,304,7189821.31,71898.2,204,100,232,179,170678.55,236.51
2023-11-17,315,6179443.61,61794.41,221,94,255,197,84044.32,196.17
2023-11-18,302,7194332.0,71943.37,220,82,233,170,218799.22,238.22
2023-11-19,329,7297010.75,72970.08,245,84,253,183,172679.04,221.79
2023-11-20,301,7491604.53,74916.06,201,100,226,180,248397.71,248.89
2023-11-21,301,7371927.72,73719.28,207,94,218,175,273090.22,244.91
2023-11-22,349,8403434.23,84034.31,239,110,261,196,328810.68,240.79
2023-11-23,325,8346593.59,83465.9,210,115,254,202,308301.49,256.82
2023-11-24,323,8370437.99,83704.45,215,108,244,194,285842.8,259.15
2023-11-25,331,8327939.71,83279.5,219,112,249,187,360913.06,251.6
2023-11-26,331,8440347.1,84403.44,220,111,244,174,384203.96,255.0
2023-11-27,292,6495330.56,64953.27,193,99,228,172,277749.22,222.44
2023-11-28,312,6754637.25,67546.31,203,109,234,185,184447.19,216.49
2023-11-29,280,6568892.33,65688.89,189,91,222,171,234697.56,234.6
2023-11-30,301,7910293.1,79102.98,200,101,226,182,229833.79,262.8
2023-12-01,334,9112982.75,91129.74,231,103,244,179,401034.13,272.84
2023-12-02,281,6703447.22,67034.55,196,85,224,170,173176.77,238.56
2023-12-03,300,6099886.75,60998.9,208,92,235,187,268109.65,203.33
2023-12-04,326,8024131.5,80241.32,225,101,243,190,176784.7,246.14
2023-12-05,335,8347639.49,83476.51,218,117,245,189,278322.19,249.18
2023-12-06,331,8467142.68,84671.4,234,97,240,192,212996.77,255.8
2023-12-07,311,7490263.37,74902.65,219,92,242,189,235525.93,240.84
2023-12-08,325,8298494.31,82984.94,228,97,244,189,183561.51,255.34
2023-12-09,330,7654250.91,76542.42,214,116,253,182,222854.52,231.95
2023-12-10,349,8644850.72,86448.47,251,98,275,185,296814.66,247.7
2023-12-11,306,7489008.41,74890.13,198,108,242,177,300487.7,244.74
2023-12-12,352,8582162.51,85821.79,238,114,264,195,213037.01,243.81
2023-12-13,332,7039915.94,70399.22,223,109,249,177,339090.2,212.05
2023-12-14,331,7554409.38,75544.04,220,111,241,183,265251.42,228.23
2023-12-15,304,6625287.31,66252.93,212,92,236,180,249931.57,217.94
2023-12-16,335,7934931.18,79349.35,229,106,259,205,318715.14,236.86
2023-12-17,336,7991074.35,79910.7,224,112,258,199,377177.76,237.83
2023-12-18,311,7954900.34,79549.11,216,95,238,175,253015.81,255.78
2023-12-19,338,8401032.48,84010.39,222,116,259,194,380677.6,248.55
2023-12-20,343,7883430.06,78834.31,222,121,259,187,320610.59,229.84
2023-12-21,320,6930319.34,69303.25,215,105,261,196,160170.73,216.57
2023-12-22,309,6746461.29,67464.63,205,104,246,180,258386.13,218.33
2023-12-23,330,8338487.87,83384.91,222,108,247,179,168264.39,252.68
2023-12-24,340,9074356.77,90743.55,229,111,252,187,225802.39,266.89
2023-12-25,336,8394568.32,83945.61,215,121,256,189,341705.06,249.84
2023-12-26,313,7370324.39,73703.27,208,105,236,188,174097.85,235.47
2023-12-27,313,8372572.67,83725.73,206,107,249,189,280708.49,267.49
2023-12-28,349,9620716.95,96207.16,239,110,264,196,311903.21,275.67
2023-12-29,316,7918504.6,79185.05,203,113,235,188,250332.16,250.59
2023-12-30,338,8064390.53,80643.9,234,104,254,188,358416.94,238.59
2023-12-31,324,7802869.39,78028.74,221,103,243,184,254190.01,240.83
2024-01-01,343,8087037.38,80870.41,231,112,255,201,290651.99,235.77
2024-01-02,329,7971082.05,79710.77,230,99,249,204,236876.21,242.28
2024-01-03,319,7281369.47,72813.73,208,111,241,184,232910.1,228.26
2024-01-04,332,8346698.9,83467.0,228,104,255,193,264325.71,251.41
2024-01-05,318,7102905.0,71029.03,211,107,250,188,265671.59,223.36
2024-01-06,323,8337466.43,83374.58,216,107,240,183,354797.7,258.13
2024-01-07,332,6361757.93,63617.58,215,117,257,185,221984.57,191.62
2024-01-08,326,6732673.64,67326.76,218,108,248,185,181180.82,206.52
2024-01-09,326,7671793.14,76717.92,220,106,258,202,292532.25,235.33
2024-01-10,323,7900192.48,79001.91,220,103,257,188,352063.14,244.59
2024-01-11,367,8770559.63,87705.61,242,125,279,196,294467.51,238.98
2024-01-12,393,8754435.54,87544.35,301,92,286,210,312322.45,222.76
2024-01-13,351,7730906.53,77309.09,248,103,259,184,266138.4,220.25
2024-01-14,372,8519492.97,85194.95,261,111,274,203,305578.47,229.02
2024-01-15,312,8082550.03,80825.56,206,106,242,182,326322.48,259.06
2024-01-16,345,7842137.06,78421.44,234,111,259,199,271839.92,227.31
2024-01-17,341,7705835.42,77058.33,228,113,265,198,207202.8,225.98
2024-01-18,310,8818893.36,88188.97,221,89,238,179,304175.85,284.48
2024-01-19,341,7652854.08,76528.54,224,117,270,206,151416.41,224.42
2024-01-20,350,8825066.64,88250.68,244,106,272,204,443193.5,252.14
2024-01-21,347,8429106.05,84291.04,232,115,258,194,353411.3,242.91
2024-01-22,330,8242898.11,82428.96,230,100,262,190,249067.79,249.78
2024-01-23,364,8897690.81,88976.87,243,121,276,195,445307.22,244.44
2024-01-24,345,7262278.84,72622.79,224,121,263,191,205091.0,210.5
2024-01-25,343,8289503.96,82895.0,231,112,261,184,206167.29,241.68
2024-01-26,336,7118466.5,71184.73,227,109,249,186,313579.46,211.86
2024-01-27,354,7727344.28,77273.33,237,117,269,198,255077.58,218.29
2024-01-28,299,7274908.13,72749.04,204,95,231,183,257435.0,243.31
2024-01-29,332,6341535.73,63415.31,233,99,246,188,130119.35,191.01
2024-01-30,347,7645580.58,76455.76,242,105,266,186,281839.74,220.33
2024-01-31,382,8861203.58,88612.08,252,130,278,228,285620.75,231.97
2024-02-01,366,8284859.92,82848.66,268,98,270,205,213431.5,226.36
2024-02-02,342,8122390.24,81223.95,237,105,257,186,250038.26,237.5
2024-02-03,366,10515118.85,105151.2,251,115,272,195,272548.32,287.3
2024-02-04,362,8117404.88,81174.06,258,104,271,211,258779.17,224.24
2024-02-05,396,8434014.5,84340.12,264,132,294,213,341288.58,212.98
2024-02-06,318,8937454.29,89374.48,221,97,244,181,247671.32,281.05
2024-02-07,373,8867521.16,88675.23,234,139,287,208,278137.9,237.74
2024-02-08,336,8402091.73,84020.83,234,102,269,197,359756.06,250.06
2024-02-09,395,9997096.23,99970.99,293,102,288,206,400313.71,253.09
2024-02-10,348,9591434.34,95914.33,230,118,266,199,317284.93,275.62
2024-02-11,335,8249091.95,82490.98,231,104,259,191,266647.66,246.24
2024-02-12,339,7801936.83,78019.34,228,111,264,197,288288.87,230.15
2024-02-13,339,8963251.95,89632.54,250,89,264,189,343525.06,264.4
2024-02-14,350,7866658.56,78666.56,247,103,267,199,273061.91,224.76
2024-02-15,347,9262576.11,92625.81,234,113,259,200,310751.57,266.93
2024-02-16,337,7592641.48,75926.45,227,110,263,199,256528.65,225.3
2024-02-17,355,8443294.03,84432.84,237,118,270,199,327541.75,237.84
2024-02-18,388,9098129.0,90981.37,271,117,300,209,253242.61,234.49
2024-02-19,340,8646065.74,86460.69,229,111,250,185,284315.71,254.3
2024-02-20,317,7875810.12,78758.1,198,119,258,196,192092.95,248.45
2024-02-21,373,8546712.86,85467.09,246,127,286,212,276316.07,229.13
2024-02-22,340,9400619.51,94006.09,220,120,254,198,268947.62,276.49
2024-02-23,357,7376266.22,73762.59,239,118,270,190,228046.88,206.62
2024-02-24,347,8987522.96,89875.3,225,122,266,201,281056.48,259.01
2024-02-25,375,9394304.84,93943.15,247,128,279,203,347574.42,250.52
2024-02-26,376,9177322.07,91773.25,266,110,281,208,414655.08,244.08
2024-02-27,358,8697608.51,86976.02,235,123,278,188,376331.77,242.95
2024-02-28,397,9364473.64,93644.81,270,127,284,205,278487.9,235.88
2024-02-29,350,7825864.47,78258.69,237,113,265,199,218788.42,223.6
2024-03-01,389,9700192.21,97001.93,259,130,297,209,425216.81,249.36
2024-03-02,391,10637012.6,106370.26,269,122,283,209,309635.66,272.05
2024-03-03,385,9541821.07,95418.22,265,120,274,208,258414.94,247.84
2024-03-04,352,9217631.65,92176.25,237,115,262,203,496900.9,261.86
2024-03-05,394,9462143.64,94621.58,261,133,284,207,249581.95,240.16
2024-03-06,391,8845868.75,88458.69,272,119,284,197,176547.67,226.24
2024-03-07,379,9863865.06,98638.52,250,129,273,217,248386.97,260.26
2024-03-08,352,9462949.83,94629.42,240,112,275,194,225719.29,268.83
2024-03-09,346,7877660.09,78776.61,214,132,268,200,314615.47,227.68
2024-03-10,384,10328868.01,103288.69,264,120,291,209,429282.16,268.98
2024-03-11,378,8045317.11,80453.27,251,127,291,206,300499.04,212.84
2024-03-12,373,8589199.83,85892.06,258,115,279,190,436525.32,230.27
2024-03-13,377,9828300.4,98282.95,252,125,282,205,272311.29,260.7
2024-03-14,358,8886524.28,88865.41,239,119,274,202,330346.87,248.23
2024-03-15,387,10120734.33,101207.29,272,115,283,213,227743.14,261.52
2024-03-16,353,8530011.15,85300.13,242,111,265,194,405015.22,241.64
2024-03-17,351,9103495.08,91034.96,257,94,268,191,132600.4,259.36
2024-03-18,361,8911768.83,89117.66,251,110,292,203,416633.52,246.86
2024-03-19,351,8423441.8,84234.34,242,109,274,190,223086.68,239.98
2024-03-20,372,9406667.12,94066.69,248,124,289,209,363839.86,252.87
2024-03-21,390,8908994.66,89089.89,274,116,295,201,240013.75,228.44
2024-03-22,407,10951170.75,109511.75,276,131,312,213,411675.05,269.07
2024-03-23,378,8350190.88,83501.86,250,128,285,210,262461.79,220.9
2024-03-24,395,9477528.38,94775.28,263,132,289,199,259359.33,239.94
2024-03-25,421,8701836.3,87018.25,281,140,303,218,322543.54,206.69
2024-03-26,361,8681700.75,86817.05,259,102,277,199,293399.81,240.49
2024-03-27,380,8878840.91,88788.46,261,119,287,200,267370.0,233.65
2024-03-28,380,8338301.3,83383.08,253,127,283,212,297006.19,219.43
2024-03-29,407,11047058.19,110470.61,250,157,290,206,341626.35,271.43
2024-03-30,345,7954179.7,79541.81,224,121,264,194,267140.98,230.56
2024-03-31,402,9760541.88,97605.5,269,133,291,215,184186.05,242.8
2024-04-01,374,9090700.36,90907.11,245,129,279,207,317685.13,243.07
2024-04-02,378,11837820.28,118378.27,254,124,272,209,594554.52,313.17
2024-04-03,352,9436314.39,94363.13,239,113,270,184,349396.23,268.08
2024-04-04,410,9712016.07,97120.15,268,142,306,206,384483.25,236.88
2024-04-05,367,8717478.77,87174.75,256,111,268,202,282738.18,237.53
2024-04-06,398,9436015.5,94360.16,267,131,301,214,223314.23,237.09
2024-04-07,398,9139676.11,91396.84,266,132,307,214,271004.35,229.64
2024-04-08,414,10314946.63,103149.54,268,146,292,205,265289.63,249.15
2024-04-09,412,9453570.48,94535.67,272,140,297,203,242433.98,229.46
2024-04-10,407,10925311.58,109253.23,273,134,305,215,212730.62,268.44
2024-04-11,423,9485835.05,94858.35,296,127,309,218,141204.66,224.25
2024-04-12,391,8596776.65,85967.79,271,120,289,200,227351.22,219.87
2024-04-13,387,10288038.23,102880.39,265,122,293,202,327587.26,265.84
2024-04-14,409,10400382.76,104003.81,292,117,307,215,318489.15,254.29
2024-04-15,396,9763201.97,97632.15,266,130,304,210,238406.43,246.55
2024-04-16,398,10496801.7,104968.07,258,140,302,208,553290.97,263.74
2024-04-17,379,11530376.89,115303.71,257,122,281,208,253115.1,304.23
2024-04-18,377,9047492.56,90475.0,258,119,281,198,251575.85,239.99
2024-04-19,371,8384238.66,83842.36,245,126,291,204,324076.39,225.99
2024-04-20,404,9182057.88,91820.61,273,131,306,210,441286.34,227.28
2024-04-21,401,10465144.21,104651.58,274,127,300,213,288620.06,260.98
2024-04-22,387,8779954.64,87799.45,253,134,281,194,286749.32,226.87
2024-04-23,414,10591186.19,105911.97,280,134,302,219,307831.34,255.83
2024-04-24,425,11314411.17,113144.11,288,137,302,229,433105.85,266.22
2024-04-25,449,11771231.07,117712.44,309,140,326,224,383784.32,262.17
2024-04-26,399,10447442.56,104474.51,282,117,288,205,288984.33,261.84
2024-04-27,387,9631975.49,96319.68,261,126,290,210,378021.65,248.89
2024-04-28,376,10711530.65,107115.27,252,124,277,212,323206.64,284.88
2024-04-29,405,8315441.46,83154.44,268,137,293,208,198872.25,205.32
2024-04-30,415,9194467.85,91944.58,287,128,307,215,323086.68,221.55
2024-05-01,403,11189689.35,111896.81,294,109,289,213,294364.3,277.66
2024-05-02,421,10447246.95,104472.5,287,134,308,233,347323.32,248.15
2024-05-03,395,10581666.52,105816.66,283,112,287,210,404271.06,267.89
2024-05-04,402,9553615.54,95536.2,262,140,289,221,243255.52,237.65
2024-05-05,413,8739389.76,87393.92,279,134,312,206,184003.91,211.61
2024-05-06,436,10489467.6,104894.74,285,151,309,224,420060.91,240.58
2024-05-07,416,10291993.75,102920.02,282,134,309,217,219717.93,247.4
2024-05-08,401,10887324.85,108873.33,246,155,309,210,281324.89,271.5
2024-05-09,394,8749371.63,87493.72,272,122,290,213,215039.19,222.07
2024-05-10,420,12035563.73,120355.7,277,143,292,221,321933.84,286.56
2024-05-11,434,10619983.0,106199.86,307,127,321,218,233922.94,244.7
2024-05-12,418,10365386.37,103653.89,290,128,304,210,334369.19,247.98
2024-05-13,431,10748555.88,107485.56,280,151,313,229,347856.8,249.39
